REG. NO.	SECTION	ISBN	TITLE	AUTHOR	PUBLISHER	PUB. DATE	REMARKS
00752	JF	0553156578	The haunted house (3)	Francine pascal	A Bantam book 	1986	
00753	JF	0553156586	Choosing sides (4)	Francine pascal	A Bantam book 	1987	
00754	JF	0553156594	Sneaking out (5)	Francine pascal	A Bantam book 	1987	
00755	JF	0553156608	The new girl (6)	Francine pascal	A Bantam book 	1987	
00756	JF	0553156616	Three's a crowd (7)	Francine pascal	A Bantam book 	1987	
00757	JF	0553156616	Three's a crowd (7)	Francine pascal	A Bantam book 	1987	
00758	JF	0553156624	First place (8)	Francine pascal	A Bantam book 	1987	
00759	JF	0553156764	Against the rules (9)	Francine pascal	A Bantam book 	1987	
00760	JF	0553157027	Keeping secrets (12)	Francine pascal	A Bantam book 	1987	
00761	JF	0553156632	Tug of war (14)	Francine pascal	A Bantam book 	1987	
00762	JF	0553156667	Boys against girls (17)	Francine pascal	A Bantam book 	1988	
00763	JF	0553156675	The bully (19)	Francine pascal	A Bantam book 	1988	
00764	JF	0553156063	Playing hooky (20)	Francine pascal	A Bantam book 	1988	
00765	JF	0553157272	Jessica's bad idea (31)	Francine pascal	A Bantam book 	1989	
00766	JF	0553157477	Jessica on stage (32)	Francine pascal	A Bantam book 	1989	
00767	JF	0553157531	Elizabeth's new hero (33)	Francine pascal	A Bantam book 	1989	
00768	JF	0553157663	Jessica the rock star (34)	Francine pascal	A Bantam book 	1989	
00769	JF	0553157728	Amy's pen pal (35)	Francine pascal	A Bantam book 	1990	
00770	JF	0553157795	The war between the twins (37)	Francine pascal	A Bantam book 	1990	
00771	JF	0553158244	Jessica's secrets (42)	Francine pascal	A Bantam book 	1990	
00772	JF	055315835X	Elizabeth's first kiss (43)	Francine pascal	A Bantam book 	1990	
00773	JF	0553158376	Amy moves in (44)	Francine pascal	A Bantam book 	1990	
00774	JF	0553158430	Lucy takes the reins (45)	Francine pascal	A Bantam book 	1991	
00775	JF	055315849X	Mademoiselle jessica (46)	Francine pascal	A Bantam book 	1991	
00776	JF	0553158694	Jessica's new look (47)	Francine pascal	A Bantam book 	1991	
00777	JF	0553158805	Mandy miller fights back (48)	Francine pascal	A Bantam book 	1991	
00778	JF	0553158996	The twin's little sister (49)	Francine pascal	A Bantam book 	1991	
00779	JF	055315933X	Booster boy cott (52)	Francine pascal	A Bantam book 	1991	
00780	JF	0553159356	The slime that ate sweet valley (53)	Francine pascal	A Bantam book 	1991	
00781	JF	0553159526	The big party weekend (54)	Francine pascal	A Bantam book 	1991	
00782	JF	0553159658	Brooke and her rock star mom (55)	Francine pascal	A Bantam book 	1991	
00783	JF	055315950X	Thre wake fields strike it rich (56)	Francine pascal	A Bantam book 	1992	
00784	JF	055315950X	Thre wake fields strike it rich (56)	Francine pascal	A Bantam book 	1992	
00785	JF	0553159453	Elizabeth and the orphans (58)	Francine pascal	A Bantam book 	1992	
00786	JF	0553159402	Ciao, sweet valley! (60)	Francine pascal	A Bantam book 	1992	
00787	JF	0553159631	Jessica the nerd (61)	Francine pascal	A Bantam book 	1992	
00788	JF	0553159445	Sarah's dad and sophia's mom (62)	Francine pascal	A Bantam book 	1992	
00789	JF	0553480502	The charm school mystery (64)	Francine pascal	A Bantam book 	1992	
00790	JF	0553480529	Patty's last dance (65)	Francine pascal	A Bantam book 	1992	
00791	JF	0553480537	The great boy friend switch (66)	Francine pascal	A Bantam book 	1993	
00792	JF	0553480545	Jessica the thief (67)	Francine pascal	A Bantam book 	1993	
00793	JF	0553480553	The middle school gets married  (68)	Francine pascal	A Bantam book 	1993	
00794	JF	0553480561	Won't someone help Anna? (69)	Francine pascal	A Bantam book 	1993	
00795	JF	055348057X	Psychic sisters (70)	Francine pascal	A Bantam book 	1993	
00796	JF	0553159461	Jessica saves the trees (71)	Francine pascal	A Bantam book 	1993	
00797	JF	0553480596	Lila's music vedio (73)	Francine pascal	A Bantam book 	1993	
00798	JF	0553480618	Jessica and the earth quake (75)	Francine pascal	A Bantam book 	1994	
00799	JF	0553481002	Todd runs away (77)	Francine pascal	A Bantam book 	1994	
00800	JF	0553481045	Steven the zombie (78)	Francine pascal	A Bantam book 	1994	
00801	JF	0553481126	The gossip war (80)	Francine pascal	A Bantam book 	1994	
00802	JF	0553481169	Robbery at the mall (81)	Francine pascal	A Bantam book 	1994	
00803	JF	0553480979	Steven's enemy (82)	Francine pascal	A Bantam book 	1994	
00804	JF	0553481010	Amy's secret sister (83)	Francine pascal	A Bantam book 	1994	
00805	JF	0553481096	Elizabeth the seventh grader (85)	Francine pascal	A Bantam book 	1995	
00806	JF	0553276662	Sweet valley high " Out of control" (35)	Francine pascal	A Bantam book 	1987	
00807	JF	0553286366	Friend against friend (69)	Francine pascal	A Bantam book 	1990	
00808	JF	0553287672	Ms.Quarterback 	Francine pascal	A Bantam book 	1990	
00809	JF	0553566407	A kiss before dying (122)	Francine pascal	A Bantam book 	1996	
00810	JF	0553567594	Elizabeth's rival (123)	Francine pascal	A Bantam book 	1996	
00811	JF	0553563084	Sweet valley university " College girls " (1)	Francine pascal	A Bantam book 	1993	
00812	JF	0553563092	A married woman (5)	Francine pascal	A Bantam book 	1994	
00813	JF	0553563106	The love of her life (6)	Francine pascal	A Bantam book 	1994	
00814	JF	0553566563	Take back the night (11)	Francine pascal	A Bantam book 	1995	
00815	JF	0553566571	College cruise (12)	Francine pascal	A Bantam book 	1995	
00816	JF	0553566989	Deadly attraction (17)	Francine pascal	A Bantam book 	1995	
00817	JF	0553567020	Here comes the bride (20)	Francine pascal	A Bantam book 	1996	
00818	JF	0553482025	The unicorn club " save the unicorns! " (1)	Francine pascal	A Bantam book 	1994	
00819	JF	0553482068	Maria's movie friend game (3)	Francine pascal	A Bantam book 	1994	
00820	JF	0553482106	The best friend game (3)	Francine pascal	A Bantam book 	1994	
00821	JF	0553482181	Unicorns in love (5)	Francine pascal	A Bantam book 	1994	
00822	JF	0553483528	Kimberly rides again (8)	Francine pascal	A Bantam book 	1995	
00823	JF	0553483544	Ellen's family secret (9)	Francine pascal	A Bantam book 	1996	
00824	JF	0553483552	Mandy in the middle (10)	Francine pascal	A Bantam book 	1996	
00825	JF	0553567101	Sweet valley high " The vacation of their nightmares"	Francine pascal	A Bantam book 	1995	
00826	JF	0439106753	Animorphs "The mutation"	K.A.Applegate	Scholastic INC	1999	
00827	JF	0590762591	The attack 	K.A.Applegate	Scholastic INC	1999	
00828	JF	0590399888	Goose bumps series zooo " Cry of the cat " #1	R.L.Stine 	Scholastic INC	1998	
00829	JF	0590399918	Invasion of the body squeezers part 1	R.L.Stine 	Scholastic INC	1998	
00830	JF	0590399926	Invasion of the body squeezers part 2	R.L.Stine 	Scholastic INC	1998	
00831	JF	0590187333	Return to horror land 	R.L.Stine 	Scholastic INC	1999	
00832	JF	0590685309	Full moon fever 	R.L.Stine 	Scholastic INC	1999	
00833	JF	059068535X	Slappy's night mare 	R.L.Stine 	Scholastic INC	1999	
00834	JF	0590400347	Give yourself Goose bumps " Night of a thousand claws" (28)	R.L.Stine 	Scholastic INC	1998	
00835	JF	0590419749	You’re plant food (30)	R.L.Stine 	Scholastic INC	1998	
00836	JF	0590516655	It came from the internet (33)	R.L.Stine 	Scholastic INC	1999	
00837	JF	0590516736	Hocus-pocus horror (35)	R.L.Stine 	Scholastic INC	1999	
00838	JF	0590517066	Into the twister of terror (38)	R.L.Stine 	Scholastic INC	1999	
00839	JF	0590993909	Scary birthday to you! (39)	R.L.Stine 	Scholastic INC	1999	
00840	JF	0439918707	Goose bumps horror land " Creep from the deep "	R.L.Stine 	Scholastic INC	2008	
00841	JF	0439863945	Goose bumps "My hairiest adventures"	R.L.Stine 	Scholastic INC	1994	
00842	JF	0545035260	The horror at camp jelly jam 	R.L.Stine 	Scholastic INC	1995	
00843	JF	9780590568920	The blob that ate everyone 	R.L.Stine 	Scholastic INC	1997	
00844	JF	9780590453684	Say cheese and die!	R.L.Stine 	Scholastic INC	1992	
00845	JF	9780590568814	Say cheese and die - again!	R.L.Stine 	Scholastic INC	1996	
00846	JF	059045370X	Let's get invisible! (6)	R.L.Stine 	Scholastic INC	1993	
00847	JF	0590847732	Scream of the evil genie (13)	R.L.Stine 	Scholastic INC	1997	
00848	JF	0590494457	You can't scare me! (15)	R.L.Stine 	Scholastic INC	1994	
00849	JF	059048348X	It came from beneath the sink! (30)	R.L.Stine 	Scholastic INC	1995	
00850	JF	0590483498	Night of the living dummy II (31)	R.L.Stine 	Scholastic INC	1995	
00851	JF	0199183902	Tree tops " The goalie from now here"	Alan mac donald 	Oxford university press	1998	
00852	JF	0199183872	Black dan	Susan gates 	Oxford university press	1998	
00853	JF	0199183929	The revenge captain of blood 	Paul shipton 	Oxford university press	1998	
00854	JF	0199183899	Spooky!	Michaela morgan	Oxford university press	1998	
00855	JF	0199183910	The monster in the ward robe 	Paul shipton 	Oxford university press	1998	
00856	JF	0199183880	Bones!	Paul shipton 	Oxford university press	1998	
00857	JF	0199183791	The goalie's secret 	Paul shipton 	Oxford university press	1996	
00858	JF	0199183821	Waiting for goldie 	Susan gates 	Oxford university press	1996	
00859	JF	0199183775	I wish, I wish	Paul shipton 	Oxford university press	1996	
00860	JF	0199183813	The ultimate trainers	Paul shipton 	Oxford university press	1996	
00861	JF	0199183805	The personality potion stage 13	Alan mac donald 	Oxford university press	1996	
00862	JF	0199183783	The case of the smilling shark stage 13	Tessa krailing	Oxford university press	1996	
00863	JF	0199184100	Okay, spanner, you win! Stage 14	David clayton	Oxford university press	1996	
00864	JF	0199184089	Danny's secret fox stage 14	Susan gates 	Oxford university press	1996	
00865	JF	0199184224	Sing for your supper stage 14	Nick warburton	Oxford university press	1995	
00866	JF	0199184119	Petey Stage 14	Paul shipton 	Oxford university press	1996	
00867	JF	0199184186	The booming power of joey jones 	David clayton	Oxford university press	1999	
00868	JF	0199184216	The terrible power of house rabbit 	Susan gates 	Oxford university press	1999	
00869	JF	0199184216	The terrible power of house rabbit 	Susan gates 	Oxford university press	1999	
00870	JF	0199184127	The night of the ticklers	Paul shipton 	Oxford university press	1996	
00871	JF	0199184070	Climbing in the dark	Nick warburton	Oxford university press	1996	
00872	JF	0199184097	Grace the pirate	James riordan	Oxford university press	1996	
00873	JF	0199184208	Air raid!	Jean may	Oxford university press	1999	
00874	JF	0199184208	Air raid!	Jean may	Oxford university press	1999	
00875	JF	0199184194	Never wash your hair	Margaret MC Allister	Oxford university press	1999	
00876	JF	0199184194	Never wash your hair	Margaret MC Allister	Oxford university press	1999	
00877	JF	0199184178	Trapped 	Malachy doyle	Oxford university press	1999	
00878	JF	0199184178	Trapped 	Malachy doyle	Oxford university press	1999	
00879	JF	0199184291	The powder monkey stage 15	Maureen rylance 	Oxford university press	1999	
00880	JF	0199184275	The gost of bracken hill stage 15	Anne mackintosh	Oxford university press	1999	
00881	JF	0199184305	Soccer show downs	Rob childs	Oxford university press	1999	
00882	JF	0199184313	A spell of trouble 	Alan mac donald 	Oxford university press	1999	
00883	JF	0199184321	The worst team in the world 	Alan mac donald 	Oxford university press	1999	
00884	JF	0199184585	One girl school stage 16	Jon blake	Oxford university press	2001	
00885	JF	0199184615	The war monkey 	Claire funge 	Oxford university press	2001	
00886	JF	0199184607	The multi-million pound mascot	Chris powling	Oxford university press	2001	
00887	JF	0199184518	Sister ella	Pippa goodhart	Oxford university press	2000	
00888	JF	019918450X	In the shadow of the striker	David clayton	Oxford university press	2000	
00889	JF	019918447X	Swivel-head 	Susan gates 	Oxford university press	2000	
00890	JF	0199184623	Rat squad 	Nick warburton	Oxford university press	1999	
00891	JF	0199184496	Melleron's & magic 	Douglas Hill	Oxford university press	2000	
00892	JF	0199184593	Snow blind 	Paul shipton 	Oxford university press	2001	
00893	JF	0199184488	Meelleron's & monsters 	Douglas Hill	Oxford university press	2000	
00894	JF	0199184577	Lolly woe	Anna perera	Oxford university press	2001	
00895	JF	0199184526	Carnival	Julie sykes	Oxford university press	2000	
00896	JF	0199179662	Stupid trousers stage 10	Susan gates 	Oxford university press	1998	
00897	JF	0199179573	The boss dog of blossom street 	Rita ray	Oxford university press	1995	
00898	JF	0199179670	The masked cleaning ladies meet the pirates 	John coldwell	Oxford university press	1998	
00899	JF	0199179581	The masked cleaning ladies of OM	John coldwell	Oxford university press	1995	
00900	JF	0199184712	The masked cleaning ladies save the day 	John coldwell	Oxford university press	1995	
00901	JF	019917959X	The squink 	Rita ray	Oxford university press	1995	
00902	JF	0199179557	Jungle shorts	Irene Rawnsley	Oxford university press	1995	
00903	JF	0199179565	Mr stofflees and the painted tiger 	Robin mellor	Oxford university press	1995	
00904	JF	0199179654	The great spaghetti suit 	Alan mac donald 	Oxford university press	1996	
00905	JF	0199179697	Jelly fish shoes stage 10	Susan gates 	Oxford university press	1998	
00906	JF	0199179689	Dexter's dinosaurs	Michaela morgan	Oxford university press	1998	
00907	JF	0199179646	Purple buttons	Angela bull	Oxford university press	1996	
00908	JF	0199179778	Coming clean stage 11	Nick warburton	Oxford university press	1995	
00909	JF	0199179794	Hard to please 	Nick warburton	Oxford university press	1995	
00910	JF	0199179891	Black bones saves the school	Alan mac donald 	Oxford university press	1998	
00911	JF	0199179786	Flans across the river 	Nick warburton	Oxford university press	1995	
00912	JF	0199179875	Dangerous Trainers	Susan gates 	Oxford university press	1996	
00913	JF	0199179743	Amy the Hedgehog girl	John coldwell	Oxford university press	1995	
00914	JF	019917976X	Bertie wiggin's amazing ears	David cox & Erica james 	Oxford university press	1995	
00915	JF	0199179840	The big chance 	John coldwell	Oxford university press	1996	
00916	JF	0199179867	An odd job for bob and benny	Nick warburton	Oxford university press	1996	
00917	JF	0199179859	Juney's giants 	Nick warburton	Oxford university press	1996	
00918	JF	0199179751	Bertha's secret battle 	John coldwell	Oxford university press	1995	
00919	JF	0199179883	The wrong letter stage 11	Alan mac donald 	Oxford university press	1998	
00920	JF	0199199760	Snooty prune stage 12	Pippa goodhart	Oxford university press	1998	
00921	JF	0199199752	Shelley holmes ace detective stage 12	Michaela morgan	Oxford university press	1998	
00922	JF	0199199744	Pass the ball!	Debbie white	Oxford university press	1998	
00923	JF	0199179980	Scrapman	Carolyn bear	Oxford university press	1996	
00924	JF	0199199728	Cool clive and the little pest	Michaela morgan	Oxford university press	1998	
00925	JF	0199179964	Hamper's great escape	Pippa goodhart	Oxford university press	1996	
00926	JF	0199199779	Billy's luck	Paul shipton 	Oxford university press	1995	
00927	JF	0199179999	The lice detector	Susan gates 	Oxford university press	1996	
00928	JF	0199179956	Cool clive 	Michaela morgan	Oxford university press	1995	
00929	JF	0199179972	Robbie woods and his merry men 	Michaela morgan	Oxford university press	1996	
00930	JF	0199199736	Here comes trouble 	Tessa krailing	Oxford university press	1998	
00931	JF	0199179948	Clive keeps his cool	Michaela morgan	Oxford university press	1996	
00932	JF	0199196281	Tree tops true stories " mystery of the cocos gold" stage 10/11	Saviour pirotta	Oxford university press	2003	
00933	JF	0199196281	Tree tops true stories " mystery of the cocos gold" stage 10/11	Saviour pirotta	Oxford university press	2003	
00934	JF	0199196257	My friend, Mandela 	Denis Herbstein 	Oxford university press	2003	
00935	JF	0199196265	Sea empress disaster	Chris ogden	Oxford university press	2003	
00936	JF	0199196303	Cup winners 	Martin waddell	Oxford university press	2003	
00937	JF	0199196273	Fayim's incredible journey	Tessa krailing	Oxford university press	2003	
00938	JF	0199196273	Fayim's incredible journey	Tessa krailing	Oxford university press	2003	
00939	JF	019919629X	Over the rainbow	Ann jung man	Oxford university press	2003	
00940	JF	019919629X	Over the rainbow	Ann jung man	Oxford university press	2003	
00941	JF	0199196400	Kelly the rescue dog  stage 12	Tessa krailing	Oxford university press	2003	
00942	JF	0199196400	Kelly the rescue dog  stage 12	Tessa krailing	Oxford university press	2003	
00943	JF	0199196435	Black beard's last stand 	Alan mac donald 	Oxford university press	2003	
00944	JF	0199196435	Black beard's last stand 	Alan mac donald 	Oxford university press	2003	
00945	JF	0199196451	This is me! Me! B!	Errol Lloyd	Oxford university press	2003	
00946	JF	0199196451	This is me! Me! B!	Errol Lloyd	Oxford university press	2003	
00947	JF	0199196419	Tomb raider's stage 14	Simon cheshire	Oxford university press	2003	
00948	JF	0199196419	Tomb raider's stage 14	Simon cheshire	Oxford university press	2003	
00949	JF	0199196427	Race against time 	Paul may	Oxford university press	2003	
00950	JF	0199196427	Race against time 	Paul may	Oxford university press	2003	
00951	JF	0199196443	Antarctica adventure	Anna perera	Oxford university press	2003	
00952	JF	0199196443	Antarctica adventure	Anna perera	Oxford university press	2003	
00953	JF	0199196591	Black death stage 15	Margaret MC Allister	Oxford university press	2003	
00954	JF	0199196591	Black death stage 15	Margaret MC Allister	Oxford university press	2003	
00955	JF	0199196605	Tomahawk Beckwourth	Michael cox	Oxford university press	2003	
00956	JF	0199196605	Tomahawk Beckwourth	Michael cox	Oxford university press	2003	
00957	JF	0199196567	Carnival king	Sean Taylor	Oxford university press	2003	
00958	JF	0199196567	Carnival king	Sean Taylor	Oxford university press	2003	
00959	JF	0199196583	I runned away to sea (stage 16)	Susan gates 	Oxford university press	2003	
00960	JF	0199196583	I runned away to sea (stage 16)	Susan gates 	Oxford university press	2003	
00961	JF	0199196575	Whitemen	William Bedford	Oxford university press	2003	
00962	JF	0199196559	Threads of deceit	Margaret MC Allister	Oxford university press	2003	
00963	JF	0198451830	Oxford reading tree " The magic key " stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00964	JF	0198451830	The magic key stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00965	JF	0198451830	The magic key stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00966	JF	0198451830	The magic key stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00967	JF	0198451830	The magic key stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00968	JF	0198451830	The magic key stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00969	JF	0198451830	The magic key stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00970	JF	0198451830	The magic key stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00971	JF	0198451830	The magic key stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00972	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00973	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00974	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00975	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00976	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00977	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00978	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00979	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00980	JF	0198451865	Gran stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00981	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00982	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00983	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00984	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00985	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00986	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00987	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00988	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00989	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00990	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00991	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00992	JF	0198451857	The dragon tree	Roderick hunt & Alex brychta	Oxford university press	1986	
00993	JF	0198451873	Castle Adventure stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00994	JF	0198451873	Castle Adventure stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00995	JF	0198451873	Castle Adventure stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00996	JF	0198451873	Castle Adventure stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00997	JF	0198451873	Castle Adventure stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00998	JF	0198451873	Castle Adventure stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
00999	JF	0198451873	Castle Adventure stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
01000	JF	0198451873	Castle Adventure stage 5	Roderick hunt & Alex brychta	Oxford university press	1986	
01001	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01002	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01003	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01004	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01005	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01006	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01007	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01008	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01009	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01010	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01011	JF	0198451849	Pirate adventure	Roderick hunt & Alex brychta	Oxford university press	1986	
01012	JF	0198451881	Village in the show 	Roderick hunt & Alex brychta	Oxford university press	1986	
01013	JF	0198451881	Village in the show 	Roderick hunt & Alex brychta	Oxford university press	1986	
01014	JF	0198451881	Village in the show 	Roderick hunt & Alex brychta	Oxford university press	1986	
01015	JF	0198451881	Village in the show 	Roderick hunt & Alex brychta	Oxford university press	1986	
01016	JF	0198451881	Village in the show 	Roderick hunt & Alex brychta	Oxford university press	1986	
01017	JF	0198451881	Village in the show 	Roderick hunt & Alex brychta	Oxford university press	1986	
01018	JF	0198451881	Village in the show 	Roderick hunt & Alex brychta	Oxford university press	1986	
01019	JF	0198451881	Village in the show 	Roderick hunt & Alex brychta	Oxford university press	1986	
01020	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01021	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01022	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01023	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01024	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01025	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01026	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01027	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01028	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01029	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01030	JF	0198452152	Kipper and the giant stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01031	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01032	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01033	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01034	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01035	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01036	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01037	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01038	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01039	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01040	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01041	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01042	JF	0198452160	The outing stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01043	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01044	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01045	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01046	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01047	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01048	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01049	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01050	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01051	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01052	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01053	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01054	JF	0198452187	The treasure chest stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01055	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01056	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01057	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01058	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01059	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01060	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01061	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01062	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01063	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01064	JF	0198452144	In the garden stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01065	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01066	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01067	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01068	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01069	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01070	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01071	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01072	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01073	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
01074	JF	0198452136	Land of the dinosaurs stage 6	Roderick hunt & Alex brychta	Oxford university press	1987	
